Trig,,,,,,,,,,
Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1 - chapter,Level 2 - section,Level 3 - title,Level 4 - version,MA 1155 Assignment,
#N/A,https://www.doenet.org/courseactivityeditor//_B8Pfx36CnwfDqynCvYvZ1,,_B8Pfx36CnwfDqynCvYvZ1,,,,,,,"Link to 1. TR-Conics: Given equation of a circle in standard form, find center and radius"
#N/A,https://www.doenet.org/courseactivityeditor//_TFQX1gEIxY53NHh7pNbwB,,_TFQX1gEIxY53NHh7pNbwB,,,,,HWI 6.1: Evaluating logarithms,,
#N/A,https://www.doenet.org/courseactivityeditor//_tmcZNJRoGetJKPXBQi66P,,_tmcZNJRoGetJKPXBQi66P,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_fcIKplNGIyIkOZWFPO7aM,,_fcIKplNGIyIkOZWFPO7aM,,,,,,from BA-ExpLog,
#N/A,https://www.doenet.org/courseactivityeditor//_wZQPNhrvPmYXQm3ZRy9Cr,,_wZQPNhrvPmYXQm3ZRy9Cr,,,,,,,Link to 1. BA-ExpLog: Evaluate base-10 logarithms
#N/A,https://www.doenet.org/courseactivityeditor//_AOdktjP4wgKEH5OSGG6WV,,_AOdktjP4wgKEH5OSGG6WV,,,,,,,Link to 3. BA-ExpLog: Evaluate base-10 log of fraction
#N/A,https://www.doenet.org/courseactivityeditor//_JYtwpn5DCIzCh3ASSzrPK,,_JYtwpn5DCIzCh3ASSzrPK,,,,,,,"Link to 23. BA-ExpLog: log base-10 of a fraction, powers of 10"
#N/A,https://www.doenet.org/courseactivityeditor//_9M7qN0WhQCWPM6QOztbbm,,_9M7qN0WhQCWPM6QOztbbm,,,,,,,Link to 24. BA-ExpLog: log base-10 of 10^n
#N/A,https://www.doenet.org/courseactivityeditor//_5b2yeq0BfcUoObJs2Q8w0,,_5b2yeq0BfcUoObJs2Q8w0,,,,,,,Link to 26. BA-ExpLog: Simplify the sum of two logarithms using properties
#N/A,https://www.doenet.org/courseactivityeditor//_vr4BfuqSU2wqjcjuTlhWE,,_vr4BfuqSU2wqjcjuTlhWE,,,,,,,Link to 31. BA-ExpLog: log base 10 of a decimal fraction
#N/A,https://www.doenet.org/courseactivityeditor//_UkQ5g1cVo3HGKLfXkNHtK,,_UkQ5g1cVo3HGKLfXkNHtK,,,,,,,Link to 38. BA-ExpLog: log_10 x = -m
#N/A,https://www.doenet.org/courseactivityeditor//_SVYLoM5KGyCNChK37Ydly,,_SVYLoM5KGyCNChK37Ydly,,,,,HWI 6.4: Continuously compounding interest,,
#N/A,https://www.doenet.org/courseactivityeditor//_SqomhoQf57gNYbORfe6RT,,_SqomhoQf57gNYbORfe6RT,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_kgRT68r6I2gk4Ciyuctxb,,_kgRT68r6I2gk4Ciyuctxb,,,,,,"Link to 9. BA-ExpLog: Solve for A given P,r,t",
#N/A,https://www.doenet.org/courseactivityeditor//_N31xEgEt1oUmfQVJUc9c0,,_N31xEgEt1oUmfQVJUc9c0,,,,,,"Link to 10. BA-ExpLog: Solve for t given A, P, r",
#N/A,https://www.doenet.org/courseactivityeditor//_U7A9BZqjhgkzaIPXD02QU,,_U7A9BZqjhgkzaIPXD02QU,,,,,,"Link to 11. BA-ExpLog: Solve for P given A, r, t",
#N/A,https://www.doenet.org/courseactivityeditor//_VxBP0Ld3qodzBpGRtaJJb,,_VxBP0Ld3qodzBpGRtaJJb,,,,,,"Link to 43. BA-ExpLog: Solve for r given A,P,t",
#N/A,https://www.doenet.org/courseactivityeditor//_10eG2kNyNqCS2BcKA9p6j,,_10eG2kNyNqCS2BcKA9p6j,,,,,HWI 6.5: Radioactive decay,,
#N/A,https://www.doenet.org/courseactivityeditor//_J4Xu34a2ODiq2vhqQqrLl,,_J4Xu34a2ODiq2vhqQqrLl,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_ySOXX48gMQDNvMYBjIfbR,,_ySOXX48gMQDNvMYBjIfbR,,,,,,"Link to 47. BA-ExpLog: Radioactive decay, determine final amount after t years",
#N/A,https://www.doenet.org/courseactivityeditor//_hBGzAgeCqzrSSJRR9R1sy,,_hBGzAgeCqzrSSJRR9R1sy,,,,,,"Link to 48. BA-ExpLog: Radioactive decay, determine half-life",
#N/A,https://www.doenet.org/courseactivityeditor//_79Qq3RQZztJUAwAJXAEk8,,_79Qq3RQZztJUAwAJXAEk8,,,,,,"Link to 49. BA-ExpLog: Radioactive decay, determine time to final amount",
#N/A,https://www.doenet.org/courseactivityeditor//_lR1m0CA3ybvaBApcD8Pe6,,_lR1m0CA3ybvaBApcD8Pe6,,,,HWM - Intermediate,,,
#N/A,https://www.doenet.org/courseactivityeditor//_cjH0CySkdxVxjal1bB8JI,,_cjH0CySkdxVxjal1bB8JI,,,,,HWM 4.8: Parallel and Perpendicular Lines,,
#N/A,https://www.doenet.org/courseactivityeditor//_c1ICDEldSJu1tSBytpLKA,,_c1ICDEldSJu1tSBytpLKA,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_nlus2RwWPEKJjY2uQtmtu,,_nlus2RwWPEKJjY2uQtmtu,,,,,,Link to 9: BA-Lines - find value of k that makes two lines parallel,
#N/A,https://www.doenet.org/courseactivityeditor//_247noS8Tc5flxb7Y7I9u9,,_247noS8Tc5flxb7Y7I9u9,,,,,,Link to 11: BA-Lines - find equation given parallel line and through-point,
#N/A,https://www.doenet.org/courseactivityeditor//_yKMpL6MTgF6u0KFMjBLTi,,_yKMpL6MTgF6u0KFMjBLTi,,,,,,Link to 14: BA-Lines - find value of k s.t. two lines are perpendicular,
#N/A,https://www.doenet.org/courseactivityeditor//_pN3Ezl4sbgTRwRWtQBP11,,_pN3Ezl4sbgTRwRWtQBP11,,,,,,Link to 16: BA-Lines - Find equation given through-point and perpendicular line,
#N/A,https://www.doenet.org/courseactivityeditor//_VlEP88DYyJobWgiV2j4DM,,_VlEP88DYyJobWgiV2j4DM,,,,,HWM 1.9: Simplify rational exponents,,
#N/A,https://www.doenet.org/courseactivityeditor//_ijqI6BwAzBs2MkmSoGaOp,,_ijqI6BwAzBs2MkmSoGaOp,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_SgZ48jG8XbW53byYpJE8L,,_SgZ48jG8XbW53byYpJE8L,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_XTAOis3e6mPSXgbqKwaAl,,_XTAOis3e6mPSXgbqKwaAl,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_375dNJWpNQaDfY0SJL6cd,,_375dNJWpNQaDfY0SJL6cd,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_mRU6SHJQwEHUXhSS6AElZ,,_mRU6SHJQwEHUXhSS6AElZ,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_km5HZ7y6wkiXeUbEHqKk0,,_km5HZ7y6wkiXeUbEHqKk0,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_nOq1sQ9Naq4wJfwA0UclV,,_nOq1sQ9Naq4wJfwA0UclV,,,,,HWM 2.4: Geometric sequences,,
#N/A,https://www.doenet.org/courseactivityeditor//_dQSwW9UrxauxESo8IOu24,,_dQSwW9UrxauxESo8IOu24,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_x6iM2KvowFAnnHjOqKpNv,,_x6iM2KvowFAnnHjOqKpNv,,,,,,"Link to 2: BA-Seq - given 2 pts of geometric sequence, find explicit formula",
#N/A,https://www.doenet.org/courseactivityeditor//_XHrfZSigeZZnteKw8GvFP,,_XHrfZSigeZZnteKw8GvFP,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_y3i7vuDxC42EHS6ucelF9,,_y3i7vuDxC42EHS6ucelF9,,,,,,"Link to 29. TR-Series: given two terms in a geometric sequence, find the common ratio",
#N/A,https://www.doenet.org/courseactivityeditor//_PEVgzUHM5eYk3vg7oSiNc,,_PEVgzUHM5eYk3vg7oSiNc,,,,,,"Link to 30. TR-Series: Given two terms in a geometric sequence, find the nth term",
#N/A,https://www.doenet.org/courseactivityeditor//_oqSJuUraPYDLIvhmNTlLv,,_oqSJuUraPYDLIvhmNTlLv,,,,,HWM 3.4: Find the inverse of a given function,,
#N/A,https://www.doenet.org/courseactivityeditor//_Sh3YPz9qZzuhOmdVqsIDU,,_Sh3YPz9qZzuhOmdVqsIDU,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_9bXOFgErZzYfVcxC8MKRz,,_9bXOFgErZzYfVcxC8MKRz,,,,,,Link to 42. BA-Functions - compute inverse of a linear function,
#N/A,https://www.doenet.org/courseactivityeditor//_a0EoFXJEL2vxPJcHY4iTT,,_a0EoFXJEL2vxPJcHY4iTT,,,,,,Link to 43. BA-Functions - inverse of a rational function,
#N/A,https://www.doenet.org/courseactivityeditor//_8lno4E5euALiFmIZiStjy,,_8lno4E5euALiFmIZiStjy,,,,,,Link to 46. BA-Functions - inverse of a square root function,
#N/A,https://www.doenet.org/courseactivityeditor//_usIQegjz12utWCVcBRwFp,,_usIQegjz12utWCVcBRwFp,,,,,,Link to 47. BA-Functions - inverse of a square root function,
#N/A,https://www.doenet.org/courseactivityeditor//_pqvrVpVqJJpmVYWhWyYPb,,_pqvrVpVqJJpmVYWhWyYPb,,,,,HWM 3.7: Composition of Functions,,
#N/A,https://www.doenet.org/courseactivityeditor//_ynxyYuaGXbvJFIIEY256O,,_ynxyYuaGXbvJFIIEY256O,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_1o88v31d4XCSvY7ttua3R,,_1o88v31d4XCSvY7ttua3R,,,,,,Link to 26: BA-Functions - sum of two functions evaluated at distinct inputs,
#N/A,https://www.doenet.org/courseactivityeditor//_9lnqImahkyuoHnsdN4rq0,,_9lnqImahkyuoHnsdN4rq0,,,,,,Link to 48. BA-Fns: function composition evaluated at given input,
#N/A,https://www.doenet.org/courseactivityeditor//_96gJ4jJob89WqhuEM6WNJ,,_96gJ4jJob89WqhuEM6WNJ,,,,,HWM 3.3: Domain and Range,,
#N/A,https://www.doenet.org/courseactivityeditor//_IdMReaz5mf2B88oZ5KwzQ,,_IdMReaz5mf2B88oZ5KwzQ,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_M5be9pegCHOYonAXr90IM,,_M5be9pegCHOYonAXr90IM,,,,,,Link to 35. BA-Functions - domain of a half-circle,
#N/A,https://www.doenet.org/courseactivityeditor//_HuubrEZJE6oRH5Of3O9CI,,_HuubrEZJE6oRH5Of3O9CI,,,,,,Link to 36. BA-Functions - range of a half-circle,
#N/A,https://www.doenet.org/courseactivityeditor//_TrEf5BqilgD5qVFbActdP,,_TrEf5BqilgD5qVFbActdP,,,,,,Link to 37. BA-Functions - domain of a parabola,
#N/A,https://www.doenet.org/courseactivityeditor//_OW2IJknIKBGbOhy8imQDj,,_OW2IJknIKBGbOhy8imQDj,,,,,,Link to 38. BA-Functions - range of a parabola,
#N/A,https://www.doenet.org/courseactivityeditor//_lYK3f2N99Pq7TWx92Aqsi,,_lYK3f2N99Pq7TWx92Aqsi,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_rLDimHLGgAyoPWJSUlCfU,,_rLDimHLGgAyoPWJSUlCfU,,,,,,"Link to 6. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,https://www.doenet.org/courseactivityeditor//_DgUGqF7HQ1XGtuaBH59hu,,_DgUGqF7HQ1XGtuaBH59hu,,,,,,"Link to 7. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,https://www.doenet.org/courseactivityeditor//_HRAxIDX4FeSt1kQYsHclg,,_HRAxIDX4FeSt1kQYsHclg,,,,,,"Link to 8. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,https://www.doenet.org/courseactivityeditor//_wduIUCYwGWA6T8eaxmUZo,,_wduIUCYwGWA6T8eaxmUZo,,,,,,"Link to 9. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,https://www.doenet.org/courseactivityeditor//_J8sppIx4bpu84RiSNXnMq,,_J8sppIx4bpu84RiSNXnMq,,,,,,"Link to 10. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,https://www.doenet.org/courseactivityeditor//_dXf9rp8x6e7cfFWQ2yotM,,_dXf9rp8x6e7cfFWQ2yotM,,,,,HWM 5.6: Optimization using Parabolas,,
#N/A,https://www.doenet.org/courseactivityeditor//_34ESgJJli9tH4RpMGJyCu,,_34ESgJJli9tH4RpMGJyCu,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_0CYOVanRisA3HL0Hdep2C,,_0CYOVanRisA3HL0Hdep2C,,,,,,Link to 15. BA-Quadratics: parabola optimization - ball thrown upward,
#N/A,https://www.doenet.org/courseactivityeditor//_pqAg0oXaUnkKr6C0CkTVq,,_pqAg0oXaUnkKr6C0CkTVq,,,,,,Link to 16. BA-Quadratics: parabola optimization - maximize profit,
#N/A,https://www.doenet.org/courseactivityeditor//_jL5dfbCMai3rP4s0vOUML,,_jL5dfbCMai3rP4s0vOUML,,,,,HWM 6.6: Newton's Law of Cooling,,
#N/A,https://www.doenet.org/courseactivityeditor//_xnohgai28oxKJfRO1Dt4h,,_xnohgai28oxKJfRO1Dt4h,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_mZI7Ub9DGw60sUvsIiXkD,,_mZI7Ub9DGw60sUvsIiXkD,,,,,,Link to 50. BA-ExpLog: Newton's Law of Cooling,
#N/A,https://www.doenet.org/courseactivityeditor//_NIq9lhWNTMWQvEJmMyIvO,,_NIq9lhWNTMWQvEJmMyIvO,,,,,HWM 5.7: Completing the square,,
#N/A,https://www.doenet.org/courseactivityeditor//_v1kit2Qgta0GQ2D9b13dq,,_v1kit2Qgta0GQ2D9b13dq,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_GL7sapDSubyo0Eb4Fta2y,,_GL7sapDSubyo0Eb4Fta2y,,,,,,Link to 19. BA-Quadratics: What is the constant k required to form a perfect square?,
#N/A,https://www.doenet.org/courseactivityeditor//_juNYuMwTK6qxdmfJYDJqp,,_juNYuMwTK6qxdmfJYDJqp,,,,,,Link to 21: BA-Quadratics - determine value of k to complete the square (vB),
#N/A,https://www.doenet.org/courseactivityeditor//_fHokApQCIsWWxOAjLeTso,,_fHokApQCIsWWxOAjLeTso,,,,,,Link to 22: BA-Quadratics - determine value of k to complete the square (vC),
#N/A,https://www.doenet.org/courseactivityeditor//_fcI9vSitkaDordJbg5Qj7,,_fcI9vSitkaDordJbg5Qj7,,,,,HWM 6.3: Simplify exponential and logarithmic expressions,,
#N/A,https://www.doenet.org/courseactivityeditor//_fLwEvk5RA6zQbib6pnjs0,,_fLwEvk5RA6zQbib6pnjs0,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_kwovarQXGDx5TkmQG3zzn,,_kwovarQXGDx5TkmQG3zzn,,,,,,Link to 3. BA-ExpLog: Evaluate base-10 log of fraction,
#N/A,https://www.doenet.org/courseactivityeditor//_EJ3DBssuveqrksBy2ETV9,,_EJ3DBssuveqrksBy2ETV9,,,,,,Link to 4. BA-ExpLog: Simplify using properties of logs to solve for x,
#N/A,https://www.doenet.org/courseactivityeditor//_Vn4oABVVsKxfHePP2j8US,,_Vn4oABVVsKxfHePP2j8US,,,,,,Link to 5. BA-ExpLog: Evaluate log of a fraction with arbitrary base,
#N/A,https://www.doenet.org/courseactivityeditor//_AgxKRyuws9dAjqat99H5M,,_AgxKRyuws9dAjqat99H5M,,,,,,Link to 6: BA-ExpLog - given alog(b) = log(x) find x,
#N/A,https://www.doenet.org/courseactivityeditor//_jFy9ID3D3kM2jm7rEJs7V,,_jFy9ID3D3kM2jm7rEJs7V,,,,,,Link to 12. BA-ExpLog: Unsightly rational expression raised to the power 0,
#N/A,https://www.doenet.org/courseactivityeditor//_TcrBucslV4PS35pmGPFn5,,_TcrBucslV4PS35pmGPFn5,,,,,,Link to 27. BA-ExpLog: Simplify a difference of logarithmic terms using properties,
#N/A,https://www.doenet.org/courseactivityeditor//_AlLxo8YStbwUQQfghRyDa,,_AlLxo8YStbwUQQfghRyDa,,,,,,Link to 28. BA-ExpLog: Simplify a fraction * logarithmic term using properties (81),
#N/A,https://www.doenet.org/courseactivityeditor//_I3MpfLDKrmDXp8KW2vYln,,_I3MpfLDKrmDXp8KW2vYln,,,,,,Link to 29. BA-ExpLog: Simplify a fraction * logarithmic term using properties (32),
#N/A,https://www.doenet.org/courseactivityeditor//_xxaULMd7VIBt7N4yKxsFr,,_xxaULMd7VIBt7N4yKxsFr,,,,,,Link to 30. BA-ExpLog: Simplify a fraction * logarithmic term using properties (64),
#N/A,https://www.doenet.org/courseactivityeditor//_bKBMn6GhRs4cKiqyCuxDj,,_bKBMn6GhRs4cKiqyCuxDj,,,,,,Link to 33. BA-ExpLog: Simplify an expression of the form log_x x^a,
#N/A,https://www.doenet.org/courseactivityeditor//_9h9DLDMCxCVgDbDdQDWZZ,,_9h9DLDMCxCVgDbDdQDWZZ,,,,,,"Link to 37. BA-ExpLog: Solve for x, given 10^x = a",
#N/A,https://www.doenet.org/courseactivityeditor//_PLRt9AmFeZS4L8w1Vi8zE,,_PLRt9AmFeZS4L8w1Vi8zE,,,,HWV - Advanced,,,
#N/A,https://www.doenet.org/courseactivityeditor//_wYErEwo8Eq7pb8Pk5X7wR,,_wYErEwo8Eq7pb8Pk5X7wR,,,,,HWV 3.3 - Find the domain of a function,,
#N/A,https://www.doenet.org/courseactivityeditor//_JlPoag8fl3ExfyZDdNfgS,,_JlPoag8fl3ExfyZDdNfgS,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_YWMRA1XWTy5Dyg4n0DXxc,,_YWMRA1XWTy5Dyg4n0DXxc,,,,,,Link to 39. BA-Fns: Mult-choice find domain,
#N/A,https://www.doenet.org/courseactivityeditor//_BlvS19HXb22lSpcWqPWLn,,_BlvS19HXb22lSpcWqPWLn,,,,,HWV 3.6 - Find inverse of a rational function,,
#N/A,https://www.doenet.org/courseactivityeditor//_SqGvhLVK9wApfGIZLO6sG,,_SqGvhLVK9wApfGIZLO6sG,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_UXMTKDtjhVMWt0FUj6UhZ,,_UXMTKDtjhVMWt0FUj6UhZ,,,,,,Link to 40. BA-Fns: Mult-choice find inverse,
#N/A,https://www.doenet.org/courseactivityeditor//_EslRWT5sSwDZDTk5eRQ6m,,_EslRWT5sSwDZDTk5eRQ6m,,,,,HWV 3.7 - Function composition,,
#N/A,https://www.doenet.org/courseactivityeditor//_fkiV3Fso7Yfcf8XChQ7yp,,_fkiV3Fso7Yfcf8XChQ7yp,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_77pwDm691EWuiWHAcfsRe,,_77pwDm691EWuiWHAcfsRe,,,,,,Link to 41. BA-Fns: Mult-choice function composition,
#N/A,https://www.doenet.org/courseactivityeditor//_K8YN8sRfIz8n37ZKyobsb,,_K8YN8sRfIz8n37ZKyobsb,,,,,HWV 3.8 - Piecewise-defined functions,,
#N/A,https://www.doenet.org/courseactivityeditor//_OFNlOzcWy5WdeUyAbkztW,,_OFNlOzcWy5WdeUyAbkztW,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_XzYcMy0Z0IVSkopVIv8fi,,_XzYcMy0Z0IVSkopVIv8fi,,,,,,Link to 49. BA-Fns: Evaluate a piecewise fn at 3 given inputs,
#N/A,https://www.doenet.org/courseactivityeditor//_B7UjY7669pNA703Yurlyd,,_B7UjY7669pNA703Yurlyd,,,,,,Link to 50. BA-Fns: Evaluate a piecewise fn at 3 given inputs,
#N/A,https://www.doenet.org/courseactivityeditor//_AG2I9ZIqq0XpWeDq42Is8,,_AG2I9ZIqq0XpWeDq42Is8,,MA1151 Assignments,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_DUx7Zeer5xqfWJED3mYW3,,_DUx7Zeer5xqfWJED3mYW3,,,,HWI - Introductory,,,
#N/A,https://www.doenet.org/courseactivityeditor//_47dVSrUCs46DVwo7YHAuZ,,_47dVSrUCs46DVwo7YHAuZ,,,,,HWI - 1.1 Right triangles,,
#N/A,https://www.doenet.org/courseactivityeditor//_ts6FmQ7xOMhN3fI1hrDah,,_ts6FmQ7xOMhN3fI1hrDah,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_KwY7Hd92UBeBlbDNg3NJx,,_KwY7Hd92UBeBlbDNg3NJx,,,,,,from TR-Triangles,
#N/A,https://www.doenet.org/courseactivityeditor//_ELAEObbgeFtTfzBXZRaJI,,_ELAEObbgeFtTfzBXZRaJI,,,,,,,"Link to 1. TR-Triangles: right triangle - find A, B, b"
#N/A,https://www.doenet.org/courseactivityeditor//_wi38VY1phojPBK2rHw8Va,,_wi38VY1phojPBK2rHw8Va,,,,,,,"Link to 2. TR-Triangles: right triangle - find A,B,c"
#N/A,https://www.doenet.org/courseactivityeditor//_N4cvQfTTkk58XGYy1cMMr,,_N4cvQfTTkk58XGYy1cMMr,,,,,,,"Link to 3. TR-Triangles: right triangle - find A,B,a"
#N/A,https://www.doenet.org/courseactivityeditor//_Ei0KoT6qapCOm6KpVhTeS,,_Ei0KoT6qapCOm6KpVhTeS,,,,,,,"Link to 4. TR-Triangles: right triangle - find a,b,B"
#N/A,https://www.doenet.org/courseactivityeditor//_cacJYIsqEaVB4ogLMTYf8,,_cacJYIsqEaVB4ogLMTYf8,,,,,,,"Link to 5. TR-Triangles: right triangle - find a,c,B"
#N/A,https://www.doenet.org/courseactivityeditor//_jlbjp8qX4zZ1tqTSzj7FU,,_jlbjp8qX4zZ1tqTSzj7FU,,,,,,,"Link to 6. TR-Triangles: right triangle - find b,c,B"
#N/A,https://www.doenet.org/courseactivityeditor//_nH6pwWC3i1npbAnizxqxR,,_nH6pwWC3i1npbAnizxqxR,,,,,,,"Link to 7. TR-Triangles: right triangle - find b,c,A"
#N/A,https://www.doenet.org/courseactivityeditor//_xgzRNqxefEJ0a7OrsTEVZ,,_xgzRNqxefEJ0a7OrsTEVZ,,,,,,,"Link to 8. TR-Triangles: right triangle - find a,c,A"
#N/A,https://www.doenet.org/courseactivityeditor//_6ufQdRZb26lcasXGf3hrx,,_6ufQdRZb26lcasXGf3hrx,,,,,,,"Link to 9. TR-Triangles: right triangle - find a,b,A"
#N/A,https://www.doenet.org/courseactivityeditor//_NcajAOZ9WIAZovEwmtIlA,,_NcajAOZ9WIAZovEwmtIlA,,,,,HWI - 1.5 Large and negative angles,,
#N/A,https://www.doenet.org/courseactivityeditor//_c7KD88OmPfYzRc3Q6RfKc,,_c7KD88OmPfYzRc3Q6RfKc,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_P2B0sZwokk0xTTn0Pz0jl,,_P2B0sZwokk0xTTn0Pz0jl,,,,,,from TR-Basics,
#N/A,https://www.doenet.org/courseactivityeditor//_6alDxPyfcgwBTqzKMyK7Z,,_6alDxPyfcgwBTqzKMyK7Z,,,,,,,Link to 36. TR-Basics - sin of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_gjtvxqJvYNgUpS837OiAR,,_gjtvxqJvYNgUpS837OiAR,,,,,,,Link to 37. TR-Basics - sin of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_baFxCxYo5TZjTpXUTx5uP,,_baFxCxYo5TZjTpXUTx5uP,,,,,,,Link to 38. TR-Basics - sin of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_JwR52TewYdidiXhgzTsYR,,_JwR52TewYdidiXhgzTsYR,,,,,,,Link to 39. TR-Basics - sin of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_diZvcmsy8bx8717EWEr58,,_diZvcmsy8bx8717EWEr58,,,,,,,Link to 40. TR-Basics - sin of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_GGTyaJC1dpa3pnJZ4LZQ3,,_GGTyaJC1dpa3pnJZ4LZQ3,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_xsZIuV7N4d3FhwXQQ2gxK,,_xsZIuV7N4d3FhwXQQ2gxK,,,,,,from TR-Basics,
#N/A,https://www.doenet.org/courseactivityeditor//_JunwSA5lzOpiYphFvGNcj,,_JunwSA5lzOpiYphFvGNcj,,,,,,,Link to 41. TR-Basics - cos of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_hg9qczypd1ErRdBVTnPBY,,_hg9qczypd1ErRdBVTnPBY,,,,,,,Link to 42. TR-Basics - cos of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_2qxMleO43DFKGthAYoRGP,,_2qxMleO43DFKGthAYoRGP,,,,,,,Link to 43. TR-Basics - cos of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_PJRlcCFmYQziMTZlAqFFm,,_PJRlcCFmYQziMTZlAqFFm,,,,,,,Link to 44. TR-Basics - cos of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_5LUmyXPsnIGQHdRYVyhvP,,_5LUmyXPsnIGQHdRYVyhvP,,,,,,,Link to 45. TR-Basics - cos of a large or neg angle in radians
#N/A,https://www.doenet.org/courseactivityeditor//_ecBgUfKAdEcunQiRCACOb,,_ecBgUfKAdEcunQiRCACOb,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_KbwsWf10Zayby1FGAHtGz,,_KbwsWf10Zayby1FGAHtGz,,,,,,Link to 46. TR-Basics - sin of a large or neg angle in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_dVgZ7Ecl2DZUAmCK3mpF2,,_dVgZ7Ecl2DZUAmCK3mpF2,,,,,,Link to 47. TR-Basics - sin of a large or neg angle in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_lq1IR1FTgr88OzXBBA0zl,,_lq1IR1FTgr88OzXBBA0zl,,,,,,Link to 48. TR-Basics - cos of a large or neg angle in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_UU0bqKKH1vlXNJGRXtBya,,_UU0bqKKH1vlXNJGRXtBya,,,,,,Link to 49. TR-Basics - cos of a large or neg angle in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_E3HvS6vquHLRaRBqtZW7N,,_E3HvS6vquHLRaRBqtZW7N,,,,,HWI - 1.6A Find sin or cos Part 1,,
#N/A,https://www.doenet.org/courseactivityeditor//_LlVdOYrJ3nHicPlJksuSn,,_LlVdOYrJ3nHicPlJksuSn,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_BiVNG9gfqwfSGmQlHuKUP,,_BiVNG9gfqwfSGmQlHuKUP,,,,,,"Link to 54. TR-Basics - given sin of angle in quad I, find cos",
#N/A,https://www.doenet.org/courseactivityeditor//_FoduI1G0cI7P4ewec4VF8,,_FoduI1G0cI7P4ewec4VF8,,,,,,"Link to 57. TR-Basics - given sin of angle in quad IV, find cos",
#N/A,https://www.doenet.org/courseactivityeditor//_hUPHuTVio46In71d4H3vM,,_hUPHuTVio46In71d4H3vM,,,,,,"Link to 59. TR-Basics - given cos of angle in quad II, find sin",
#N/A,https://www.doenet.org/courseactivityeditor//_eCjBgv9bBWt0YiNiaqpRA,,_eCjBgv9bBWt0YiNiaqpRA,,,,,,"Link to 60. TR-Basics - given cos of angle in quad III, find sin",
#N/A,https://www.doenet.org/courseactivityeditor//_YMaqp86iWwdfIrhiGAtz8,,_YMaqp86iWwdfIrhiGAtz8,,,,,,"Link to 64. TR-Basics - given cos theta and range of theta Q3, find sin",
#N/A,https://www.doenet.org/courseactivityeditor//_MK4KgQAudSPuRRV8Us17B,,_MK4KgQAudSPuRRV8Us17B,,,,,,"Link to 65. TR-Basics - given cos theta and range of theta Q2, find sin",
